ID,Q_AB/F,FMI_dct,FMI_w,MS-SSIM,SCD,BRISQUE,NIQE
1,0.9614713449488296,0.0007154855506656895,0.0007154855506656895,0.7370456091902599,0.48574153296163786,4.134889810510686,10.914911933066197
2,0.9338374083781223,0.0006349810920120404,0.0006349810920120404,0.43101447893748196,-0.03889469178619842,6.032372268084607,11.564177630031988
3,0.9690047261415671,0.00041514417066000663,0.00041514417066000663,0.5021714444972679,-0.3652788111272526,3.7531599578282755,10.620142054303829
4,0.9654841483043226,0.00031446981914195105,0.00031446981914195105,0.541379004884622,-0.1546973087143577,4.631704939545233,11.297330582496096
5,0.9776504904201164,0.00031886920189493637,0.00031886920189493637,0.48168659119622514,-0.08287653556536682,3.832119893762614,12.30997360889558
6,0.9747333787217963,0.0002537412322397938,0.0002537412322397938,0.6357629162242804,0.3069233628702682,2.414014876979737,10.992372133547642
7,0.9799596010327019,0.0005422438707458152,0.0005422438707458152,0.5070037256836725,0.2399896553465464,2.8818583669396864,11.392360555311562
8,0.977377175187957,0.0005868782897072121,0.0005868782897072121,0.480491398065557,-0.31179447624091644,3.286067889224882,10.332178785151205
9,0.974352017996005,0.0003776876534595524,0.0003776876534595524,0.4812194360019439,-0.08491032481360358,3.618287775119071,10.869618495520772
10,0.9774953127417525,0.0005448856726269729,0.0005448856726269729,0.4294826265870054,-0.31592821081892103,2.721948449716084,10.355375986936519
11,0.9632521662751522,0.0006815042026993201,0.0006815042026993201,0.48377634816438947,0.14496617926317923,2.6277100311508703,10.683588823416974
12,0.9647203703734052,0.00044362967526754876,0.00044362967526754876,0.49368120909520374,-0.20166210597019119,3.1338913543947946,10.712263617015426
13,0.9481855908570797,0.00029818682568598007,0.00029818682568598007,0.4559430931134724,0.17554603919881964,4.84921493799863,12.922858899099142
14,0.9684225774677792,0.00037465936149603586,0.00037465936149603586,0.5099838731126054,-0.36438448281165414,3.356424664961359,10.890434170606284
15,0.9648260353870869,0.0003329645965476324,0.0003329645965476324,0.42359097923146677,-0.036817004988987434,3.1597395024267416,11.530368188287339
16,0.9560395322454782,0.00036250592123058926,0.00036250592123058926,0.3623346237787908,-0.12411741967092388,7.935874558527755,12.49286536381096
17,0.9509043494584895,0.0002908835372775011,0.0002908835372775011,0.47157475735860377,0.09163376402635012,3.476986854864983,12.449027722801853
18,0.9582554881348934,0.00031271053077536957,0.00031271053077536957,0.4347462437922043,-0.006687738628977445,3.156356012511779,10.743474403380294
19,0.956825025363005,0.0005815934793384378,0.0005815934793384378,0.3924506504490577,-0.06500030433234052,3.5241266447589172,11.91726828462634
20,0.9548264352017488,0.00041106459022509454,0.00041106459022509454,0.5297351002227677,0.1699275101203179,2.4386204840513837,11.569036751235068
21,0.9583953671556973,0.0005747732096514013,0.0005747732096514013,0.5067544326947239,0.09531399053348161,1.7940294879548124,12.400098490997873
22,0.9574495884621653,0.0004176951286316838,0.0004176951286316838,0.5662865639751204,-0.04951903353707288,2.3318862063747092,11.47671214387209
23,0.9423417664669216,0.0004229132420028575,0.0004229132420028575,0.48103238534244586,0.34286501013555504,5.8653631486191395,11.189008437594424
24,0.9525217941653962,0.0008146546541747397,0.0008146546541747397,0.5289532124378464,0.021220196937583563,2.389385149472607,11.62127877970909
25,0.9554302890807737,0.0002255780702569908,0.0002255780702569908,0.4611256064640212,-0.004320935297503284,4.32484422871862,9.722024786686017
26,0.944508168543947,0.0003031927981382765,0.0003031927981382765,0.5614897058900479,-0.05310590228533754,2.5213114440499,11.198480141396766
27,0.9550332973367958,0.0006508543292190012,0.0006508543292190012,0.6248744553484384,0.06416517649210685,2.6140883164834285,10.863162727152288
28,0.9371665607504834,0.0004857305403596115,0.0004857305403596115,0.4101184138882822,0.20879730034753266,11.599758683763596,11.617187690572672
29,0.9419161302498621,0.0002619124111095262,0.0002619124111095262,0.388646035733222,0.08065648840875655,9.065782534965154,10.697060948038057
30,0.9446422011046254,0.0006416091677669056,0.0006416091677669056,0.5838813192958449,-0.0026721184556619537,2.870673273494764,10.609938195370972
31,0.9501029948339694,0.0007102797549108506,0.0007102797549108506,0.3895949303701145,0.0775897628022516,2.9716444035601204,10.160749426397492
32,0.9610732151027793,0.0004765922565784014,0.0004765922565784014,0.5728540329123268,0.1364902078949577,2.3584709700840087,10.74462939797636
33,0.9388171718262258,0.000361705278017657,0.000361705278017657,0.3833591396603328,0.20478813759540226,4.591780258317457,11.51290648522733
34,0.9562659794865676,0.0005608537814150679,0.0005608537814150679,0.4737000393035533,0.09331437397718413,3.4214884216025117,12.601286731061416
35,0.9630390425919504,0.000337600538738874,0.000337600538738874,0.49538880303892596,0.06841276072212044,3.058174153780532,11.806757379100556
36,0.9577329343868698,0.0003249444069016407,0.0003249444069016407,0.48952605742632604,-0.22614487284865456,4.38076776307049,11.366377405804627
37,0.9518395186845762,0.0006815822398094228,0.0006815822398094228,0.4545576077829694,0.015553955089936747,5.213888877957149,10.672950525666044
38,0.9263040852194651,0.00028855683791620835,0.00028855683791620835,0.3476387862407336,0.11376468266383932,4.458929488440022,11.669653719928055
39,0.9372242052343566,0.0005235173079273531,0.0005235173079273531,0.4273322555888921,0.2431475997097231,6.006643719342791,10.822747551376326
40,0.9533750975781858,0.0003513952675120147,0.0003513952675120147,0.5236148635516095,0.2706268563317818,4.217510336133846,12.399051769269903
41,0.9256998677551478,0.0005687920648958288,0.0005687920648958288,0.3756363708157106,0.0997434128310328,3.8692210900292956,11.313841471339
42,0.9610355944703741,0.000459341486120649,0.000459341486120649,0.46934192704594957,0.18584929678769418,4.53244511637057,11.24877363344269
43,0.9390112867351998,0.00025171159927835974,0.00025171159927835974,0.4099893724841385,0.20009005845941272,5.185360911617164,11.934657683467458
44,0.951641925433351,0.0005114408134144635,0.0005114408134144635,0.48359496883979625,0.15954214887931778,3.990494101669348,10.898622334327984
45,0.9542015110433827,0.00048255855362837,0.00048255855362837,0.5152275080787557,0.038177818253474244,4.396027674444903,10.977408538484513
46,0.9354047471846277,0.0003309026236695988,0.0003309026236695988,0.4089162114494759,0.08665238569122655,5.178294657433157,12.313994119537462
47,0.9516965112790345,0.0005468302699258964,0.0005468302699258964,0.42197570584095573,0.09082854193004627,4.275081924793905,11.455017836517394
