ID,Q_AB/F,FMI_dct,FMI_w,MS-SSIM,SCD,BRISQUE,NIQE
1,0.9798790573432247,8.991803643094262e-05,8.991803643094262e-05,0.7663427553426716,0.6012657681488824,12.297297984324222,12.196554272333342
2,0.9795995312500562,6.268258768348863e-05,6.268258768348863e-05,0.7693754738698154,0.5942731555694081,12.512117699077491,11.08594578607928
3,0.9865462014350377,4.8922492617893977e-05,4.8922492617893977e-05,0.7948131902697358,0.4992121629568518,8.306146215183578,12.488579444059031
4,0.984711176315714,6.869172711333266e-05,6.869172711333266e-05,0.7893523239769298,0.5009816472349199,7.932290982551309,12.276629400684154
5,0.980150520135977,6.039130644543679e-05,6.039130644543679e-05,0.7763571546040813,0.5970468456672522,11.771232154975456,12.008488677552641
6,0.9844014265625983,6.023973140437897e-05,6.023973140437897e-05,0.7806026944427409,0.5272065165513005,8.069305871478404,11.566602899882083
7,0.9820761286287971,5.262347717113042e-05,5.262347717113042e-05,0.7977958707692394,0.5449384126970602,7.019447509218324,11.512804557767435
8,0.981749278769238,5.9124544614874064e-05,5.9124544614874064e-05,0.8065360053809275,0.5558797553710831,6.227264156525873,11.545626089648179
9,0.9895826623522118,0.00017774816675132106,0.00017774816675132106,0.7709657290476841,0.5744662214758609,7.256413109583764,17.024429071251333
10,0.989507015555584,6.611549609988819e-05,6.611549609988819e-05,0.7784925530430362,0.559284116734818,6.510466406867946,16.414431234391245
11,0.9861952867754366,0.00027879785144222706,0.00027879785144222706,0.7585880743123666,0.6187101345568928,9.173251007531098,15.954837637379809
12,0.98538701411728,8.467697115612186e-05,8.467697115612186e-05,0.7418123437518072,0.6326878295163734,7.564906017256292,14.442455929879923
13,0.9848321413978004,9.618807847852768e-05,9.618807847852768e-05,0.7503249251343242,0.5724690894356845,10.59359602859041,13.09489951744689
14,0.9843167658595333,8.51494282983022e-05,8.51494282983022e-05,0.7698527366685749,0.6417358775089276,8.352521898790338,11.76546929746481
15,0.9833151160767354,0.00012046333228612853,0.00012046333228612853,0.7596441065515908,0.6745812373030956,9.64745965063796,12.639745504973085
16,0.9825739257057932,0.00010491123618353447,0.00010491123618353447,0.7512624445539897,0.6908308714804661,10.415554658843936,12.949393858157821
17,0.9870322488544517,0.000115729175059152,0.000115729175059152,0.756667653233179,0.6398669485921489,8.561580661946062,14.14207938529427
18,0.9840880358507746,6.438229092809404e-05,6.438229092809404e-05,0.73719054847146,0.7134943333152052,10.731351202373638,13.725591362085368
19,0.9782831125065768,0.00010277465213679596,0.00010277465213679596,0.6869340937701006,0.8032471051113064,10.981089850385679,13.419705028086423
20,0.984809434574546,0.000124506858541919,0.000124506858541919,0.7320941016054732,0.6663588084488765,7.861050216791362,12.966661132469213
21,0.9863451170477808,0.00015193604681564536,0.00015193604681564536,0.742963730649502,0.526465161463149,7.112545759148734,13.630221201387414
22,0.9855606526199208,0.00012445196734007147,0.00012445196734007147,0.7362910310213244,0.6083216859165004,7.874886313539265,13.00279631724546
23,0.987768332787556,0.00013879490199700926,0.00013879490199700926,0.7669475448480562,0.6561062001932136,7.382791223124194,13.784379216998817
24,0.9886175912249372,9.376211647255736e-05,9.376211647255736e-05,0.8037813320323102,0.5744729313620879,6.0073868005815845,13.379501441230948
25,0.9907235020056997,8.687912943252554e-05,8.687912943252554e-05,0.8359252468803661,0.6835110030641627,5.628702620340959,14.946656953477218
26,0.9911863486179425,4.353687345763512e-05,4.353687345763512e-05,0.8208693075778062,0.6653413993296837,5.5219232256643025,16.892288997781943
27,0.9914642477276777,4.4693590676972355e-05,4.4693590676972355e-05,0.819699181320356,0.6649652548456884,5.8335304720757515,17.683799643523944
28,0.9916099388483964,8.82754274768015e-05,8.82754274768015e-05,0.8250035149804333,0.6463113143004595,5.618641199849425,16.732922427746814
29,0.9918067458751936,6.699970077704609e-05,6.699970077704609e-05,0.8213437372430195,0.6433197677235176,5.29448592488639,16.131574409585397
30,0.9857807105366962,0.00017326936051413765,0.00017326936051413765,0.7940629492973006,0.645156083059508,7.409209650541847,15.331632569407509
31,0.99518497355176,6.930974099555776e-05,6.930974099555776e-05,0.8150825242019831,0.5029573557414453,2.571183547212265,16.634443063777336
32,0.9940607143377621,9.164761152681057e-05,9.164761152681057e-05,0.8227144086161968,0.8810494551334718,2.4755483584071443,13.588251584787553
33,0.993373674577266,0.0001674251752396259,0.0001674251752396259,0.8766753877298996,0.706443369220217,3.119586461877962,13.465373389306848
34,0.9893841569316257,3.1202845638951486e-05,3.1202845638951486e-05,0.7872809500449636,0.5327671769211929,6.724104462294924,12.380432323957853
35,0.9894658079923765,9.200539221616883e-05,9.200539221616883e-05,0.7873434217356078,0.5276385048437786,6.772635905055462,12.294178805744759
36,0.9893362127356674,0.00011391542637486366,0.00011391542637486366,0.7858469937408756,0.5365201389128288,6.842320137570661,12.450605937743946
37,0.9898232684186649,9.544497075696683e-05,9.544497075696683e-05,0.7983525165369749,0.5179536346801176,5.949068991745495,12.544513094563117
38,0.9908922733739719,0.00011166276725614808,0.00011166276725614808,0.8568165220183895,0.7854458266953193,3.876396111359074,14.953239929642711
39,0.9897977294130286,8.7988002639611e-05,8.7988002639611e-05,0.8659832691240642,0.775441189426711,2.9624144983248955,13.6158770690252
40,0.9918200517598533,9.174723229118078e-05,9.174723229118078e-05,0.8655447019092489,0.7811943022515978,3.6484614603311782,13.984747434495315
41,0.9913887050407092,0.00010387928273059414,0.00010387928273059414,0.8687886372772649,0.7610573578865618,3.7148611399363336,13.103696880765186
